ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Family_Size,Total_Children,Total_Spending,Total_Purchases,Total_Campaigns_Accepted,Customer_Tenure_Days,Cluster,PCA1,PCA2
1531,1980,Master,Married,52627.8,0,0,2013-03-31,8,121,17,33,29,23,47,5,7,2,4,4,0,0,0,0,0,0,1,35,2,0,270,18,1,606,1,0.03630903969769743,1.4635794211014965
1532,1990,Graduation,Together,40715.79,2,0,2013-09-16,56,13,15,82,38,14,14,6,8,1,2,8,0,0,0,0,0,0,0,25,4,2,176,17,0,437,1,-1.9496496559951701,2.2426108178435595
1533,1976,Master,Married,58636.9,1,0,2013-02-24,47,354,36,45,41,15,56,0,1,1,3,4,0,0,1,0,0,0,0,39,3,1,547,5,1,641,2,-0.1360740309713645,-1.5847524043528356
1534,1986,Graduation,Married,42184.93,0,0,2014-09-06,22,58,22,62,0,38,26,4,6,2,5,9,0,0,0,0,0,0,0,29,2,0,206,17,0,82,1,-0.9086585720678637,1.5563935662915593
1535,1969,PhD,Divorced,74200.24,1,0,2013-06-18,5,487,69,496,107,16,108,2,3,6,8,3,1,0,0,0,0,0,0,46,2,1,1283,19,1,527,0,2.9365116440097725,-0.09647167277496087
1536,1982,Basic,Married,36539.19,1,0,2013-07-12,57,151,21,77,39,2,34,5,7,0,2,5,0,0,0,0,0,0,0,33,3,1,324,14,0,503,1,-1.6186119283125093,1.1843545735151875
1537,1966,2n Cycle,Married,63252.57,0,0,2012-08-11,29,327,55,280,83,0,69,2,4,1,8,3,0,0,1,0,0,0,0,49,2,0,814,15,1,838,3,1.1307113660241987,-0.312287195702688
1538,1992,Graduation,Single,38066.06,2,0,2012-10-11,64,67,2,170,23,9,19,7,8,1,1,8,0,0,0,0,0,0,0,23,3,2,290,17,0,777,1,-2.208604233090987,2.474539243699142
1539,1959,Graduation,Single,28606.62,1,0,2012-10-21,47,20,13,21,0,15,25,1,0,0,6,3,0,0,0,0,0,0,0,56,2,1,94,7,0,767,2,-0.9573758708786804,-2.136768582938541
1540,1975,Graduation,Single,41996.78,0,2,2012-08-30,35,159,61,156,28,40,45,2,2,3,8,2,0,0,0,0,0,0,0,40,3,2,489,15,0,819,3,0.7095913905374317,-1.1909073607783043
1541,1950,Graduation,Married,54610.62,0,2,2014-05-19,61,285,36,292,36,20,27,1,4,3,7,4,0,0,0,0,0,0,0,65,4,2,696,15,0,192,3,0.5600277464323247,-0.60885356927428
1542,1954,2n Cycle,Widow,36080.4,0,0,2014-06-22,99,32,9,17,13,1,38,3,3,1,4,8,0,0,0,0,0,0,1,61,1,0,110,11,1,158,2,-2.3256723838417814,-0.19093427252273656
1543,1973,Master,Single,76528.46,0,1,2014-05-26,12,339,66,468,72,49,131,0,5,4,11,2,1,0,0,0,0,0,1,42,2,1,1125,20,2,185,0,3.1262744808660354,-0.4238952660632327
1544,1962,PhD,Together,80759.13,0,1,2013-04-02,42,640,109,364,121,87,76,0,3,5,8,5,0,1,0,0,1,0,0,53,3,1,1397,16,2,604,0,2.4134114648515137,-0.4800978855788081
1545,1972,Graduation,Married,26209.48,0,0,2013-07-12,67,30,10,0,0,0,11,1,1,0,1,8,0,0,0,0,0,0,0,43,2,0,51,3,0,503,2,-2.5776776746697516,-1.1372404759904338
1546,1984,Graduation,Married,23579.37,0,1,2014-01-06,26,58,4,62,5,1,22,1,1,0,3,2,0,0,0,0,0,0,0,31,3,1,152,5,0,325,2,-0.9357617717976412,-1.8998577449184535
1547,1965,PhD,Married,83644.8,1,0,2012-06-28,50,960,57,333,106,86,97,1,5,7,6,1,0,1,0,1,0,0,0,50,3,1,1639,19,2,882,0,3.1765515004139444,-0.22259768453948273
1548,1976,Graduation,Single,48218.2,1,0,2013-10-05,70,60,11,22,20,0,22,0,1,0,2,7,0,0,0,0,0,0,0,39,2,1,135,3,0,418,2,-1.7473097150265104,-1.4082434940027933
1549,1980,Graduation,Together,95982.51,1,0,2014-05-11,20,836,89,275,99,19,129,3,8,0,12,2,0,0,1,0,1,0,0,35,3,1,1447,23,2,200,0,3.0238732244003264,1.1713772382923122
1550,1963,Graduation,Together,83702.17,1,1,2013-01-15,30,554,34,526,99,37,116,3,4,10,13,3,0,0,0,1,0,0,1,52,4,2,1366,30,2,681,0,4.100705852678551,0.43767792390397825
1551,1940,PhD,Together,52848.64,1,0,2014-02-26,5,408,84,407,52,53,107,3,7,5,8,4,1,0,0,1,0,0,0,75,3,1,1111,23,2,274,0,2.0552324446501538,1.1481180955733084
1552,2000,Master,Married,48964.34,1,0,2014-05-11,61,134,25,42,15,45,27,6,5,0,3,10,0,0,0,1,0,0,0,15,3,1,288,14,1,200,1,-2.120805045393286,1.7863783419959411
1553,1974,Graduation,Together,53521.92,2,0,2013-10-28,45,41,0,22,17,19,0,4,4,0,4,7,0,0,0,0,0,0,0,41,4,2,99,12,0,395,1,-1.3348151172372809,0.5901336005962299
1554,1969,Basic,Married,40408.52,2,1,2014-07-29,30,56,5,21,0,9,16,0,2,0,2,7,0,0,0,0,0,0,0,46,5,3,107,4,0,121,2,-1.3657423347187108,-0.9786020163575035
1555,1977,Master,Together,24605.91,1,1,2013-03-13,49,165,24,26,0,31,30,5,4,3,5,7,0,0,0,0,0,0,0,38,4,2,276,17,0,624,1,-1.2716922992892885,0.7238631983391439
1556,1977,Graduation,Married,96344.54,0,0,2014-10-22,41,759,63,465,107,75,132,2,4,4,4,3,1,0,1,0,0,0,0,38,2,0,1601,14,2,36,0,2.4059881835214045,0.17562265421633697
1557,1982,PhD,Single,33882.96,2,1,2014-11-15,28,172,11,82,0,5,18,6,7,1,2,10,0,0,1,0,0,0,0,33,4,3,288,16,1,12,1,-1.8902281092265343,2.433701188239478
1558,1962,Graduation,Married,97484.42,0,0,2013-03-30,33,768,114,273,145,89,138,0,7,5,5,2,1,0,0,1,0,0,1,53,2,0,1527,17,3,607,0,3.1283119200052902,0.33354510948676436
1559,1970,PhD,Together,90046.83,0,0,2014-08-07,26,486,13,221,69,71,107,0,7,4,9,5,0,0,0,1,0,0,0,45,2,0,967,20,1,112,0,2.465907742022965,0.6106595257069535
1560,1991,Master,Married,37359.86,1,1,2012-12-23,66,139,3,77,0,15,29,3,5,1,5,7,0,0,0,0,0,0,0,24,4,2,263,14,0,704,1,-1.395114318915947,0.3877431636656814
1561,1947,Master,Married,49112.11,1,1,2014-07-13,26,316,33,55,46,0,34,1,2,3,10,4,0,0,0,0,0,0,1,68,4,2,484,16,1,137,3,1.0402764588188103,-1.0532155524619744
1562,1991,Master,Married,44000.29,1,0,2014-05-17,65,132,0,88,0,27,58,2,6,0,4,7,0,0,0,1,0,0,0,24,3,1,305,12,1,194,1,-1.3873423817085009,0.43129635327674076
1563,2000,Master,Married,64759.36,1,0,2013-01-16,52,62,1,166,20,11,31,0,5,0,3,8,0,0,0,0,0,0,0,15,3,1,291,8,0,680,2,-0.9174299236597543,0.05130713635935243
1564,1965,PhD,Married,82841.35,0,0,2013-08-18,50,720,41,573,90,65,111,2,3,8,9,3,0,1,0,1,0,0,0,50,2,0,1600,22,2,466,0,3.2650536333456306,-0.18143226608119795
1565,1971,Master,Married,50439.28,1,2,2012-12-06,70,169,44,216,56,20,29,2,2,0,8,2,0,0,0,0,0,0,0,44,5,3,534,12,0,721,3,-0.044759880116187006,-1.422170417133193
1566,1981,Graduation,Single,29546.01,1,0,2014-09-27,80,92,37,49,24,0,29,7,2,1,2,6,0,0,0,0,0,0,0,34,2,1,231,12,0,61,1,-2.4224781814539327,0.39163800818781047
1567,1961,Master,Together,71412.26,1,1,2014-08-25,9,543,57,510,78,53,67,1,5,8,10,2,0,1,1,0,0,0,1,54,4,2,1308,24,3,94,0,3.6939883912193703,0.00018054127002095462
1568,1974,Graduation,Single,40583.94,1,1,2014-02-08,55,113,23,9,33,0,28,3,8,0,0,7,0,0,0,0,0,0,0,41,3,2,206,11,0,292,1,-1.9472199152969678,1.2916991611217625
1569,1967,2n Cycle,Married,90979.83,0,1,2013-04-16,37,655,77,232,65,70,92,0,5,4,10,4,0,1,1,1,0,0,1,48,3,1,1191,19,4,590,0,2.7584095487215574,-0.10701195055008855
1570,1984,Graduation,Married,46454.44,0,0,2013-12-03,67,155,16,53,28,2,22,7,3,1,0,7,0,0,0,0,0,0,1,31,2,0,276,11,1,359,1,-2.2114823756716175,1.060526298002822
1571,1967,2n Cycle,Single,63834.35,0,1,2013-03-25,45,921,63,394,141,28,89,3,3,9,9,5,1,1,0,0,0,0,1,48,2,1,1636,24,3,612,0,2.797805624953895,0.3274750165894378
1572,1959,2n Cycle,Divorced,27570.42,1,0,2013-01-01,78,41,12,10,3,9,0,4,3,0,0,5,0,0,0,0,0,0,0,56,2,1,75,7,0,695,2,-2.599072791039142,-0.33872624778299587
1573,1989,PhD,Together,47922.38,0,1,2014-10-01,44,150,2,120,22,17,32,1,5,2,2,4,0,0,0,0,0,0,1,26,3,1,343,10,1,57,2,-0.45190563329945627,-0.32524617864655725
1574,1989,Graduation,Divorced,40744.13,0,1,2014-02-26,43,59,6,37,8,19,14,0,3,1,3,6,0,0,0,0,0,0,0,26,2,1,143,7,0,274,2,-1.0530789722232277,-0.9252638104647851
1575,1994,Graduation,Together,44768.9,1,0,2014-08-02,48,145,0,122,5,18,42,4,6,1,4,7,0,0,0,0,0,0,0,21,3,1,332,15,0,117,1,-1.1127849157949428,1.1044063723659718
1576,1963,Master,Single,96876.84,0,0,2012-08-20,28,603,54,546,133,92,134,2,4,8,8,2,1,0,0,0,0,0,0,52,1,0,1562,22,1,829,0,3.847503454236162,0.1647861770644463
1577,1962,2n Cycle,Married,53835.18,0,2,2014-02-25,29,248,46,158,73,27,70,6,4,2,7,6,0,0,0,0,0,0,0,53,4,2,622,19,0,275,3,0.06915304784017896,1.171781554833568
1578,1964,Graduation,Together,48002.7,0,1,2014-10-06,12,292,15,281,12,35,20,1,1,4,9,3,0,0,0,0,0,0,0,51,3,1,655,15,0,52,3,1.5203502634825012,-1.3258669525222033
1579,1989,Basic,Married,48218.2,1,0,2014-02-18,27,49,10,62,23,1,5,1,1,1,4,5,0,0,0,0,0,0,0,26,3,1,150,7,0,282,2,-0.5519063978031169,-1.2083987410677681
1580,1961,Graduation,Widow,83757.41,1,1,2014-04-30,31,612,73,570,57,25,104,1,7,9,11,1,0,0,1,1,0,0,0,54,3,2,1441,28,2,211,0,4.2502351881929386,0.3747534383655037
1581,1973,2n Cycle,Together,26388.37,1,0,2014-07-02,70,0,8,32,0,8,0,3,1,0,2,4,0,0,0,0,0,0,0,42,3,1,48,6,0,148,2,-2.1287388950783983,-1.2859498951306139
1582,1969,Graduation,Divorced,28499.67,2,1,2014-09-09,96,1,0,64,15,0,6,2,0,0,3,6,0,0,0,1,0,0,1,46,4,3,86,5,2,79,2,-2.4846305138504836,-1.6320548930630714
1583,1977,Graduation,Together,41486.62,0,0,2014-10-22,60,102,8,126,16,11,50,4,9,1,1,6,0,0,0,0,0,0,0,38,2,0,313,15,0,36,1,-1.527185160156904,1.6735267956361763
1584,1983,Graduation,Divorced,41667.32,1,1,2013-07-14,61,239,5,0,13,6,10,4,7,2,3,9,0,0,0,0,0,0,0,32,3,2,273,16,0,501,1,-1.607972191942318,1.6277428625802095
1585,1965,Graduation,Single,47205.77,0,2,2013-07-16,25,243,23,208,8,5,0,5,4,4,5,6,0,1,0,0,0,0,1,50,3,2,487,18,2,499,3,0.01938691208208905,0.9503731950467358
1586,1985,2n Cycle,Together,22664.45,1,1,2012-07-02,50,118,13,72,0,15,35,3,3,0,3,8,0,0,0,0,0,0,0,30,4,2,253,9,0,878,2,-2.0865281880403614,-0.003963583351013132
1587,1985,PhD,Divorced,18783.07,1,1,2013-03-16,47,18,0,23,17,6,26,0,4,0,4,6,0,0,0,0,0,0,0,30,3,2,90,8,0,621,2,-1.6240008836537156,-0.9154664315573583
1588,1973,PhD,Married,59633.72,1,1,2013-10-02,25,286,58,248,81,46,45,3,2,3,10,5,0,0,0,0,0,0,0,42,4,2,764,18,0,421,3,1.245637212142494,-0.2238026138404238
1589,1984,2n Cycle,Married,29031.43,1,0,2014-10-06,62,34,10,35,5,10,0,0,3,0,1,4,0,0,0,0,0,0,0,31,3,1,94,4,0,52,2,-1.7496812385879237,-1.4653363645454405
1590,1986,Graduation,Single,55340.52,2,0,2013-08-08,68,46,7,38,26,10,12,6,6,2,2,7,0,0,0,0,0,0,0,29,3,2,139,16,0,476,1,-1.6025971996989328,1.6275138823641888
1591,1960,Master,Single,60091.79,0,1,2013-08-27,12,295,44,79,62,51,41,4,2,1,3,7,0,0,0,0,0,0,1,55,2,1,572,10,1,457,3,-0.30387308667790464,0.44181152412017394
1592,1974,2n Cycle,Married,95950.08,1,0,2013-04-04,64,753,81,206,71,20,90,3,9,6,3,5,1,1,0,0,0,0,1,41,3,1,1221,21,3,602,0,1.7048836206700162,1.9524604154444887
1593,1984,2n Cycle,Together,49418.83,1,1,2013-02-20,77,84,20,74,0,0,0,5,4,1,0,5,0,0,1,0,0,0,0,31,4,2,178,10,1,645,1,-1.9286483137897483,0.41731061304947836
1594,1970,PhD,Married,48218.2,1,0,2014-07-12,62,275,61,51,78,0,52,2,0,4,8,4,0,0,0,0,0,0,0,45,3,1,517,14,0,138,3,0.34787427803296617,-1.4622316374716677
1595,1968,Graduation,Single,40752.56,2,0,2013-09-20,48,20,0,48,6,12,0,0,1,0,1,6,0,0,0,0,0,0,0,47,3,2,86,2,0,433,2,-1.6419015328189255,-1.4946355946890313
1596,1973,PhD,Single,106205.4,0,1,2014-02-23,35,560,63,440,107,58,173,1,7,7,7,5,1,0,1,1,1,0,0,42,2,1,1401,22,4,277,0,3.260217396066721,1.1566112477202455
1597,1974,PhD,Widow,97195.46,0,0,2012-06-07,18,671,50,405,77,9,97,0,5,5,10,4,1,0,0,0,0,0,1,41,1,0,1309,20,2,903,0,3.423558186743163,0.1072989469169867
1598,1961,2n Cycle,Single,64894.22,1,0,2012-09-22,42,405,43,288,131,74,103,3,4,7,5,3,1,0,1,1,0,0,0,54,2,1,1044,19,3,796,0,1.7462015745126676,0.17569918072297255
1599,1982,Graduation,Divorced,42349.83,1,0,2012-11-26,74,91,25,111,0,0,45,4,6,2,4,6,0,0,0,0,0,0,0,33,2,1,272,16,0,731,1,-1.2765451399116767,0.7950120730798778
